CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOMECAT,INCOME,RINCOMECAT,RINCOME,EDUC,SPEDU,PAEDU,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,POLVIEWS,POLVIEWS3,CAPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,JOBLOSE,JOBFIND,SATJOB,RICHWORK,JOBINC,JOBSEC,JOBHOURS,JOBPROMO,JOBMEANS,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL
58466,2,42,1,1,2,32,2,1,3,1,20,"67,500",9,"11,250",18,20,20,16,4,4,4,3,2,1,30,40,1,2,1,0,1,2,1,2,1,,,,,2,,,,,4,3,2,1,3,5,2,4,1,1,2,2,2,2,,,,
58467,2,64,1,1,2,32,4,1,3,1,25,"175,000",20,"67,500",20,18,12,16,4,4,1,3,3,5,,,2,1,2,4,2,2,1,2,1,,,,,1,,,,,4,3,1,1,3,2,4,5,1,4,2,3,2,2,,,,
58468,2,65,1,3,0,,0,1,3,1,16,"32,500",,,14,,8,8,2,,0,0,5,0,,,2,2,5,1,1,4,2,2,,4,3,,,,2,1,1,1,,,,,3,5,4,2,1,1,1,,,,1,4,2,
58469,1,63,1,4,2,24,0,1,1,2,,,,,12,,12,12,1,,0,1,5,0,,,2,2,24,3,2,4,2,1,,1,2,2,1,,8,2,8,1,,,,,,,,,,5,3,,,,2,4,3,2
58470,2,46,1,3,1,26,0,1,3,,8,"9,000",,,9,,,,1,,,,8,0,,,2,2,,3,2,4,2,,2,2,1,3,2,,2,1,1,2,,,,,,,,,,,3,,3,2,2,4,4,4
58471,1,33,1,5,0,,1,1,2,2,17,"37,500",17,"37,500",16,,16,16,3,,3,3,1,0,40,,2,1,1,1,1,3,1,2,,1,3,3,2,,2,1,1,1,4,3,2,,5,1,4,3,2,2,2,,,,2,1,4,
58472,1,32,1,5,0,,1,1,2,2,16,"32,500",16,"32,500",16,,18,16,3,,4,3,1,0,37,,2,2,6,2,2,2,1,2,,3,2,3,2,,2,1,1,1,4,3,2,,,,,,,1,2,,,,2,4,4,
58473,2,60,1,3,1,28,2,1,2,,18,"45,000",18,"45,000",14,,12,12,2,,1,1,1,0,39,,2,2,,1,1,5,3,1,1,5,3,3,3,1,,,,,,,1,2,,,,,,,2,,1,2,2,4,3,3
58474,2,55,1,1,3,21,1,1,2,1,9,"11,250",,,12,10,11,12,1,0,,1,2,8,29,,2,1,2,4,2,4,2,2,,5,3,3,4,,2,1,1,2,4,2,1,,,,,,,4,1,1,,,2,4,2,2
58475,1,33,1,1,2,28,1,1,2,1,17,"37,500",,,16,19,18,18,3,4,4,4,7,1,,45,2,2,3,2,2,3,1,1,1,,,,,2,,,,,,,1,,4,1,5,3,2,1,3,1,4,2,,,,
58476,1,46,1,3,3,24,2,1,2,,9,"11,250",4,"4,500",9,,12,9,1,,1,0,1,0,40,,2,2,,5,3,4,2,1,2,1,,3,2,1,2,2,1,1,,,1,1,,,,,,,2,,3,2,1,4,3,3
58477,1,25,3,5,0,,1,2,2,2,10,"13,750",10,"13,750",10,,0,0,0,,0,0,2,0,30,,2,2,2,3,2,,,1,1,,,,,2,,,,,3,1,2,1,3,5,1,4,2,4,2,,3,2,,,,
58478,1,37,1,5,2,26,1,1,,,18,"45,000",16,"32,500",15,,19,19,2,,4,4,8,0,,,2,2,,,,1,1,2,1,1,1,2,1,2,,,,,,,,,,,,,,,2,,2,1,2,4,3,3
58479,1,36,1,1,0,,2,1,3,,18,"45,000",17,"37,500",15,16,20,18,3,3,4,4,1,2,40,40,2,1,,0,1,2,1,2,1,1,1,2,1,2,8,1,1,1,,,2,1,,,,,,,2,1,1,1,1,4,4,
58480,1,39,1,1,1,35,2,1,3,2,22,"100,000",18,"45,000",16,16,16,16,4,3,4,4,1,2,40,15,2,1,0,0,1,2,1,,,1,2,1,1,,2,1,1,1,4,3,2,,3,5,2,4,1,2,2,2,,,1,4,3,3
58481,1,27,3,5,0,,2,2,2,,16,"32,500",,,18,,19,19,4,,4,4,6,0,,,,,,1,1,1,1,2,1,4,2,3,1,2,2,1,1,1,,,,,,,,,,,2,,2,1,2,4,2,
58482,2,29,2,5,2,25,1,1,,,2,"2,000",,,14,,12,,2,,1,,2,0,25,,2,2,,3,2,,,,1,3,3,5,1,,2,1,8,1,,,3,2,,,,,,,,,3,2,2,4,,4
58483,2,25,1,5,0,,3,1,3,2,19,"55,000",11,"16,250",16,,,14,3,,,2,2,0,32,,2,2,1,0,1,1,1,2,1,,,,,,,,,,4,2,1,1,3,4,5,2,1,4,1,,1,1,,,,
58484,2,28,1,1,0,,2,1,2,,2,"2,000",2,"2,000",12,12,12,12,1,1,1,1,2,1,10,40,2,2,,3,2,,,,1,2,2,2,2,,,,,,,,2,1,,,,,,,2,1,4,2,1,4,3,
58485,1,78,1,2,3,24,0,1,3,1,,,,,18,,14,12,4,,2,1,5,0,,,2,2,2,3,2,4,2,2,,3,3,5,3,,2,1,1,1,,,,,3,5,4,2,1,1,1,,,,2,4,1,2
58486,2,39,1,1,2,21,1,1,3,1,24,"140,000",,,12,12,12,12,1,1,1,1,7,1,,30,2,2,2,5,3,6,3,1,1,,,,,1,,,,,,,1,,3,5,2,4,1,2,1,2,2,1,,,,
58487,2,33,1,5,0,,1,1,2,1,16,"32,500",16,"32,500",16,,12,12,3,,1,1,1,0,39,,2,2,4,6,3,6,3,1,1,,,,,2,,,,,4,3,1,1,2,4,3,5,1,1,2,,2,2,,,,
58488,2,67,1,2,2,34,0,2,3,1,21,"82,500",,,15,,15,12,1,,1,1,5,0,,,2,2,1,1,1,3,1,2,1,,,,,2,,,,,,,,,4,3,5,2,1,3,1,,2,1,,,,
58489,2,71,3,2,1,24,3,2,3,,25,"175,000",19,"55,000",15,,,0,1,,,0,5,0,,,1,2,,0,1,4,2,,1,1,5,3,3,2,,,,,,,,,,,,,,,2,,2,1,2,4,1,1
58490,2,58,1,3,1,35,1,1,3,,19,"55,000",18,"45,000",19,,16,13,3,,3,1,1,0,50,,2,1,,0,1,2,1,2,1,2,3,1,1,2,,,,,,,2,1,,,,,,,2,,2,1,2,4,4,2
58491,2,34,3,1,0,,2,2,3,2,19,"55,000",14,"23,750",16,16,12,12,3,3,1,1,1,1,20,55,2,1,2,0,1,2,1,1,,1,1,1,2,,2,1,1,1,4,2,1,,2,4,5,3,1,3,2,2,,,1,4,2,2
58492,1,59,1,1,0,,2,1,4,1,23,"120,000",22,"100,000",19,20,17,12,4,4,4,1,1,1,50,30,1,,1,1,1,2,1,,1,,,,,2,,,,,3,3,2,2,2,5,1,4,3,2,2,2,2,1,,,,
58493,2,70,1,5,0,,0,1,3,1,16,"32,500",,,20,,12,12,4,,1,1,5,0,,,,,5,1,1,1,1,1,2,,,,,2,,,,,,,,,3,5,2,4,1,1,1,,2,1,,,,
58494,2,67,3,3,1,20,0,1,2,2,10,"13,750",,,12,,8,12,1,,0,1,5,0,,,2,2,5,2,2,4,2,2,1,,,,,1,,,,,,,,,1,4,5,2,3,3,1,,3,1,,,,
58495,1,50,1,1,0,,0,1,1,,11,"16,250",,,12,14,8,10,1,1,0,0,8,8,,,2,2,,6,3,6,3,,2,7,3,5,5,1,2,2,1,1,,,,,,,,,,,1,1,4,1,2,4,3,4
58496,2,67,1,3,1,20,0,1,2,1,19,"55,000",,,16,,13,15,3,,1,1,5,0,,,2,1,1,0,1,4,2,,1,,,,,1,,,,,,,,,1,5,4,3,2,1,1,,1,1,,,,
58497,2,35,1,3,2,30,1,1,2,,19,"55,000",,,12,,10,12,1,,1,1,7,0,,,2,2,,3,2,3,1,1,1,2,4,4,1,1,,,,,,,2,,,,,,,,2,,3,2,1,4,2,4
58498,2,37,1,5,4,18,4,1,3,2,20,"67,500",15,"27,500",10,,,12,1,,,1,1,0,38,,2,2,3,3,2,4,2,1,,3,2,3,2,,2,1,1,2,4,3,3,,,,,,,2,2,,,,1,4,1,2
58499,2,67,3,2,6,24,1,1,,,,,,,13,,,,1,,,,5,0,,,2,2,,2,2,4,2,2,2,1,1,1,1,1,2,2,8,2,,,,,,,,,,,1,,2,1,2,4,2,2
58500,2,73,3,2,2,25,0,1,3,1,11,"16,250",,,12,,11,11,1,,0,0,5,0,,,2,2,6,1,1,4,2,1,1,,,,,,,,,,,,,,3,4,5,2,1,2,2,,2,2,,,,
58501,1,27,1,1,1,26,2,1,2,1,20,"67,500",16,"32,500",12,15,,14,1,2,,2,1,1,40,35,2,1,2,5,3,4,2,1,,6,2,4,4,,2,2,1,1,3,3,1,,,,,,,4,2,2,,,1,3,2,2
58502,1,78,1,5,1,28,0,1,2,2,10,"13,750",,,8,,,,0,,,,5,0,,,2,2,8,0,1,2,1,2,1,,,,,3,,,,,,,,,1,5,4,2,3,3,3,,3,3,,,,
58503,1,20,2,5,0,,3,1,2,1,,,2,"2,000",12,,12,12,1,,1,1,2,0,30,,2,2,3,2,2,4,2,1,,4,1,3,2,,2,1,1,1,3,2,2,,1,4,5,3,2,4,2,,,,1,4,3,
58504,2,34,1,5,2,21,2,1,2,2,19,"55,000",14,"23,750",13,,16,,1,,1,,1,0,65,,2,2,2,1,1,4,2,2,1,,,,,2,,,,,4,2,2,1,3,5,4,1,2,1,1,,2,2,,,,
58505,2,80,1,2,4,23,0,1,3,1,11,"16,250",,,11,,,8,0,,,0,5,0,,,2,2,4,1,1,4,2,2,,5,4,3,,,2,1,1,1,,,,,,,,,,2,2,,,,2,4,2,4
58506,2,56,1,1,3,22,1,1,2,,3,"3,500",,,11,11,8,,0,0,0,,5,2,,15,2,1,,1,1,2,1,1,1,1,2,3,3,1,,,,,,,,,,,,,,,3,2,3,2,2,4,4,5
58507,1,67,1,1,2,30,1,1,1,1,14,"23,750",,,11,11,,12,0,0,0,,8,1,,40,2,2,5,3,2,4,2,2,,,1,3,,,8,8,8,1,,,,,,,,,,5,3,2,,,2,4,2,4
58508,2,22,1,5,0,,2,1,2,1,20,"67,500",13,"21,250",10,,,12,0,,0,1,1,0,35,,2,2,3,3,2,,,1,,1,2,,,,8,8,1,2,3,3,2,,1,4,2,5,3,5,2,,,,2,4,1,2
58509,2,23,2,5,0,,2,1,2,,8,"9,000",7,"7,500",13,,,12,1,,,1,2,0,20,,2,2,,,,6,3,2,1,1,3,3,2,1,,,,,,,3,2,,,,,,,3,,2,2,1,4,3,1
58510,1,31,1,5,2,23,1,1,2,2,18,"45,000",18,"45,000",9,,12,8,0,,1,0,3,0,,,2,2,7,3,2,4,2,1,,2,1,1,1,,2,2,1,1,1,3,4,,2,3,4,1,5,5,2,,,,1,1,3,2
58511,2,70,1,2,3,24,0,1,3,,19,"55,000",,,12,,12,12,1,,1,1,5,0,,,2,2,,1,1,3,1,1,1,3,2,3,3,1,,,,,,,,,,,,,,,2,,1,2,2,4,1,2
58512,2,55,1,3,0,,0,1,3,,,,,,16,,12,18,3,,1,4,7,0,,,2,2,,1,1,5,3,2,1,1,3,3,3,1,,,,,,,1,,,,,,,,2,,2,1,2,4,3,
58513,1,32,1,5,0,,1,1,2,,15,"27,500",15,"27,500",19,,12,12,4,,1,1,2,0,40,,2,1,,7,,2,1,2,1,2,1,2,1,1,,,,,,,1,1,,,,,,,1,,2,1,1,1,3,4
58514,2,56,1,4,1,32,1,1,2,,19,"55,000",19,"55,000",18,,12,12,4,,1,1,1,0,50,,2,2,,3,2,4,2,1,2,7,3,4,3,1,,,,,,,1,2,,,,,,,1,,2,1,2,4,4,2
58515,1,34,1,1,2,31,2,1,2,1,,,,,16,16,16,16,3,3,3,3,1,2,45,30,2,2,3,6,3,5,3,1,,5,4,4,4,,2,1,1,1,3,3,1,,3,5,4,2,1,1,1,1,,,2,4,2,2
58516,1,45,1,1,3,32,2,2,3,1,,,,,17,18,16,13,4,4,3,1,1,1,45,45,2,1,2,1,1,3,1,2,,3,3,3,2,,2,1,1,1,4,3,1,,2,3,4,5,1,4,2,2,,,2,3,3,2
58517,1,60,1,1,2,20,2,1,2,,,,,,12,12,12,12,1,1,1,1,2,2,8,25,2,1,,3,2,4,2,1,2,1,1,1,1,1,8,8,1,1,,,1,1,,,,,,,2,2,4,2,2,4,3,2
58518,1,39,1,1,2,35,2,1,2,1,20,"67,500",18,"45,000",12,12,12,16,1,1,1,1,1,3,40,,2,2,1,1,1,3,1,1,,4,5,5,2,,2,1,1,1,3,1,1,,2,3,4,5,1,5,1,2,,,1,1,3,4
58519,1,80,1,1,3,23,0,1,2,1,17,"37,500",,,14,12,8,8,1,1,0,0,5,7,,,2,2,6,5,3,6,3,1,2,,,,,1,,,,,,,,,3,4,5,2,1,2,1,1,2,2,,,,
58520,1,28,1,5,0,,1,1,2,1,16,"32,500",16,"32,500",14,,12,14,2,,1,1,2,0,16,,2,2,3,2,2,4,2,,,1,2,,2,,1,2,1,1,3,2,2,,3,2,4,1,5,2,2,,,,1,4,2,
58521,2,41,1,1,1,37,2,1,3,1,22,"100,000",18,"45,000",20,18,10,12,4,4,0,1,3,1,,60,2,1,0,3,2,2,1,2,,3,4,4,3,,2,1,1,1,3,3,1,,,,,,,2,2,3,,,2,1,1,3
58522,1,30,1,5,3,20,3,1,2,,10,"13,750",9,"11,250",10,,12,12,1,,1,1,1,0,40,,2,2,,3,2,4,2,2,2,1,2,,2,1,2,2,1,1,,,1,1,,,,,,,2,,3,2,1,4,3,2
58523,2,79,1,2,3,22,0,1,2,1,,,,,8,,,,0,,,,5,0,,,2,2,2,1,1,4,2,1,,1,4,5,1,,2,2,1,8,,,,,2,3,5,4,1,1,2,,,,2,4,,2
58524,2,43,1,1,2,17,2,1,2,1,20,"67,500",17,"37,500",14,12,10,12,2,1,1,1,2,1,48,40,2,2,2,1,1,,,1,2,,,,,1,,,,,4,3,1,1,2,5,3,4,1,3,2,2,1,1,,,,
58525,1,46,3,3,1,25,1,2,1,1,12,"18,750",12,"18,750",9,,6,6,1,,0,0,1,0,40,,2,2,6,3,2,4,2,2,,1,3,3,3,,2,1,1,2,1,3,1,,4,3,2,5,1,5,1,,,,2,4,3,5
58526,2,51,2,2,2,22,1,1,2,1,14,"23,750",13,"21,250",12,,,7,1,,,0,1,0,70,,2,2,2,0,1,3,1,1,1,,,,,1,,,,,4,3,2,2,1,2,3,5,4,4,2,,2,2,,,,
58527,2,59,3,3,4,21,0,2,3,2,8,"9,000",,,8,,,,0,,,,5,0,,,2,2,1,4,2,4,2,2,2,,,,,2,,,,,,,,,,,,,,5,3,,3,1,,,,
58528,1,39,1,5,0,,0,1,1,2,8,"9,000",,,12,,12,12,1,,1,1,4,0,,,2,2,16,7,,1,1,2,,4,1,3,1,,2,1,8,2,,,1,,,,,,,5,3,,,,1,4,1,
58529,2,51,1,5,0,,0,1,1,2,9,"11,250",,,16,,10,12,3,,0,1,8,0,,,2,1,10,0,1,1,1,2,,1,2,1,1,,1,1,1,1,,,,,,,,,,5,3,,,,1,4,5,
58530,2,66,1,1,2,18,1,1,3,,19,"55,000",10,"13,750",12,17,8,8,1,4,0,0,5,5,,,2,2,,5,3,5,3,1,2,2,3,3,3,1,2,1,8,2,,,,,,,,,,,2,1,1,1,2,4,2,3
58531,1,32,3,1,1,29,2,1,3,,23,"120,000",19,"55,000",16,16,16,14,3,3,3,1,8,1,,45,2,2,,4,2,4,2,1,1,3,4,4,3,2,,,,,,,,,,,,,,,2,2,2,1,1,4,3,2
58532,1,55,1,1,0,,2,1,2,1,22,"100,000",19,"55,000",12,12,12,12,1,1,1,1,1,1,40,40,2,2,2,5,3,4,2,1,1,,,,,2,,,,,3,3,2,2,3,2,1,5,4,2,2,2,2,2,,,,
58533,1,62,1,1,3,35,5,2,2,,25,"175,000",23,"120,000",16,16,,,3,3,,1,1,1,40,65,2,2,,1,1,4,2,1,1,5,4,4,3,1,2,2,1,1,,,1,1,,,,,,,1,1,3,1,2,4,1,3
58534,1,19,1,5,1,15,4,1,2,1,25,"175,000",,,11,,10,12,0,,0,1,6,0,,,,,1,5,3,4,2,1,2,,,,,1,,,,,,,,,3,5,4,2,1,4,2,,3,2,,,,
58535,1,75,1,1,3,21,2,1,2,,12,"18,750",,,10,10,12,8,0,0,1,0,5,5,,,2,2,,1,1,4,2,1,1,7,5,5,5,1,,,,,,,,,,,,,,,2,2,4,3,2,4,3,3
58536,2,19,1,5,0,,1,1,2,1,14,"23,750",,,12,,12,12,1,,1,1,2,0,20,,2,2,4,1,1,4,2,2,,4,3,3,3,,2,1,1,1,4,3,1,,2,3,5,4,1,5,1,,,,1,4,3,3
58537,2,50,1,1,2,25,2,2,3,1,22,"100,000",12,"18,750",12,14,7,,1,3,0,0,1,6,50,,1,2,1,5,3,5,3,1,2,,,,,1,,,,,4,2,1,1,2,3,5,4,1,4,1,1,2,1,,,,
58538,2,37,1,1,3,24,2,1,3,1,21,"82,500",,,16,16,12,12,3,3,1,1,2,1,18,40,2,2,3,6,3,6,3,1,1,,,,,1,,,,,3,1,2,1,3,5,2,4,1,5,2,2,2,2,,,,
58539,1,43,1,3,6,26,2,2,3,2,19,"55,000",19,"55,000",14,,12,14,1,,1,1,1,0,45,,2,2,4,5,3,5,3,1,2,,,,,2,,,,,3,3,1,2,2,5,1,4,3,1,1,,3,1,,,,
58540,1,26,1,5,0,,2,1,2,2,15,"27,500",9,"11,250",16,,,14,3,,,2,1,0,40,,2,2,0,7,,4,2,2,2,,,,,1,,,,,4,3,4,1,2,4,5,3,1,5,3,,1,3,,,,
58541,2,19,1,5,0,,2,1,3,,13,"21,250",4,"4,500",12,,18,16,1,,4,3,2,0,30,,2,2,,4,2,3,1,1,1,3,4,4,4,1,,,,,,,2,1,,,,,,,2,,1,2,1,4,3,3
58542,2,43,1,5,0,,0,1,1,1,8,"9,000",,,12,,,,1,,,0,8,0,,,1,2,4,7,,2,1,1,1,,,,,2,,,,,,,,,1,3,5,4,2,1,2,,4,2,,,,
58543,2,74,1,3,2,17,0,1,3,1,16,"32,500",,,14,,,16,1,,,3,5,0,,,2,2,5,3,2,4,2,2,1,,,,,2,,,,,,,,,3,5,4,2,1,1,3,,3,2,,,,
58544,1,60,1,1,3,20,1,1,3,,19,"55,000",19,"55,000",12,12,6,,1,1,0,,1,7,45,,2,1,,1,1,4,2,2,1,4,4,3,3,1,2,1,1,2,,,3,2,,,,,,,2,2,2,2,2,4,2,4
58545,1,49,1,1,2,28,3,1,3,,25,"175,000",20,"67,500",16,16,,16,3,3,,3,1,1,40,40,2,2,,4,2,6,3,1,2,7,5,5,5,1,,,,,,,1,2,,,,,,,2,1,1,1,2,1,2,4
58546,2,41,1,1,3,20,2,1,2,,22,"100,000",,,15,8,12,16,1,0,1,3,8,1,,40,2,2,,0,1,2,1,1,1,5,4,4,3,1,2,2,1,2,,,,,,,,,,,2,1,2,2,1,2,3,2
58547,1,39,1,3,1,23,1,1,2,2,20,"67,500",20,"67,500",12,,14,12,1,,2,1,1,0,60,,2,2,2,3,2,6,3,1,,6,4,5,3,,2,1,1,1,4,2,2,,,,,,,1,2,,,,2,4,3,3
58548,2,59,1,1,3,19,1,1,3,1,25,"175,000",,,12,16,,12,1,3,,1,7,1,,60,2,2,10,5,3,5,3,,,3,3,5,5,,2,1,1,1,,,3,,,,,,,5,3,2,,,2,4,1,3
58549,1,77,1,2,5,20,0,1,1,1,17,"37,500",,,12,,8,8,1,,0,0,5,0,,,2,1,0,5,3,3,1,2,,4,5,3,,,8,1,1,2,,,,,,,,,,4,2,,,,2,4,3,3
58550,2,33,2,5,4,16,2,1,1,2,11,"16,250",,,10,,,9,0,,,0,1,0,27,,2,2,8,0,1,4,2,2,1,,,,,1,,,,,1,2,1,1,2,1,5,3,4,4,2,,2,2,,,,
58551,1,51,1,3,2,26,2,1,2,1,18,"45,000",4,"4,500",12,,,14,1,,,2,4,0,,,2,2,2,0,1,2,1,1,,7,5,5,3,,2,1,1,1,,,1,,2,3,1,5,4,3,1,,,,1,1,3,1
58552,1,73,1,1,4,30,2,1,1,,,,,,12,14,6,4,1,1,0,0,5,1,,60,2,2,,4,2,6,3,2,1,3,3,3,3,2,2,2,1,1,,,,,,,,,,,,2,4,3,2,4,2,2
58553,1,34,1,5,0,,2,1,2,,21,"82,500",,,14,,12,12,1,,1,1,1,0,40,,2,2,,1,1,2,1,1,1,6,4,5,4,1,2,1,2,1,,,2,1,,,,,,,2,,3,3,1,4,4,1
58554,2,37,1,3,2,23,1,1,2,,8,"9,000",8,"9,000",16,,,12,3,,0,1,2,0,26,,2,2,,3,2,4,2,1,1,2,1,4,2,1,,,,,,,3,1,,,,,,,3,,3,1,1,4,3,5
58555,1,59,1,1,2,22,2,1,1,1,14,"23,750",14,"23,750",10,10,8,10,0,0,0,0,1,7,38,,2,2,8,4,2,3,1,1,,2,1,3,1,,2,1,1,1,1,3,2,,,,,,,5,3,1,,,1,4,3,4
58556,1,55,2,3,1,44,2,1,2,2,21,"82,500",19,"55,000",13,,,,1,,,0,1,0,24,,2,1,2,0,1,4,2,1,,4,3,3,3,,2,1,1,1,4,3,1,,2,3,5,4,1,1,2,,,,1,1,1,2
58557,2,72,1,1,1,21,0,1,2,1,16,"32,500",,,14,12,11,,2,1,0,0,5,5,,,2,1,2,7,,6,3,1,2,,,,,2,,,,,,,,,3,4,2,5,1,5,2,2,2,2,,,,
58558,2,50,1,5,0,,2,1,3,1,23,"120,000",18,"45,000",18,,16,14,4,,3,2,1,0,30,,1,2,4,0,1,1,1,2,,2,1,1,1,,2,1,1,1,4,2,1,,,,,,,1,1,,,,2,4,3,
58559,2,60,1,1,2,18,2,1,3,1,20,"67,500",16,"32,500",14,12,12,12,2,1,1,1,1,1,37,37,2,1,3,5,3,4,2,1,,6,3,5,3,,2,1,1,1,4,3,1,,5,3,2,4,1,2,1,1,,,1,2,3,2
58560,1,41,1,5,0,,1,1,2,2,18,"45,000",4,"4,500",11,,,12,0,,,1,2,0,20,,1,2,3,3,2,4,2,1,,3,3,3,2,,2,1,1,8,4,3,2,,5,2,4,3,1,4,3,,,,2,4,4,2
58561,1,73,1,1,2,23,1,1,3,1,20,"67,500",10,"13,750",11,14,,,0,2,0,0,2,7,29,,2,1,2,6,3,7,3,1,,7,3,3,3,,8,8,1,1,4,3,3,,1,5,4,3,2,1,1,1,,,2,1,1,2
58562,2,45,1,1,3,25,4,1,2,1,24,"140,000",19,"55,000",18,16,12,12,4,3,1,1,1,1,37,40,2,1,2,5,3,6,3,1,,4,3,3,3,,2,1,1,1,4,3,1,,1,2,5,4,3,2,1,1,,,2,2,2,2
58563,1,53,1,1,1,30,1,1,2,,16,"32,500",16,"32,500",12,12,15,12,1,1,3,1,1,7,38,,2,2,,0,1,6,3,1,2,7,5,5,4,1,,,,,,,2,2,,,,,,,2,2,2,2,1,4,2,3
58564,2,33,1,3,2,19,2,1,2,,4,"4,500",3,"3,500",14,,10,10,1,,1,1,1,0,30,,2,2,,0,1,4,2,,2,1,3,3,3,1,2,2,1,1,,,3,1,,,,,,,2,,1,2,1,4,3,3
58565,1,57,1,3,5,17,0,1,1,1,5,"5,500",,,9,,9,12,0,,0,1,8,0,,,2,2,8,3,2,6,3,1,2,,,,,1,,,,,,,,,4,1,3,5,2,5,3,,3,2,,,,
58566,1,66,1,3,2,27,1,1,2,,15,"27,500",9,"11,250",12,,,,1,,,,2,0,30,,2,2,,6,3,7,3,1,1,7,5,5,5,1,2,1,1,1,,,1,1,,,,,,,2,,2,2,2,4,,4
58567,2,46,1,5,0,,2,1,2,1,22,"100,000",18,"45,000",13,,,12,1,,,1,1,0,30,,2,2,2,4,2,5,3,1,,5,4,4,4,,2,1,1,1,4,3,1,,3,4,5,1,2,4,2,,,,1,4,4,
58568,2,52,1,1,2,25,2,1,3,,25,"175,000",5,"5,500",12,19,12,12,1,3,1,1,2,1,25,50,2,1,,2,2,4,2,2,2,7,3,3,1,1,,,,,,,1,1,,,,,,,2,2,2,2,1,4,1,3
58569,2,60,1,3,2,35,1,1,2,,20,"67,500",20,"67,500",18,,12,12,4,,1,1,1,0,40,,2,1,,1,1,4,2,,1,1,3,2,1,2,,,,,,,1,2,,,,,,,2,,2,1,2,1,2,3
58570,2,27,1,5,0,,1,1,2,,12,"18,750",11,"16,250",13,,5,7,1,,0,0,2,0,30,,2,2,,1,1,3,1,1,1,5,3,3,2,1,,,,,,,2,1,,,,,,,2,,2,2,1,4,4,2
58571,2,68,1,1,4,18,2,2,3,1,18,"45,000",,,10,14,12,,0,1,1,,2,2,10,28,2,2,6,6,3,3,1,1,,7,1,5,5,,1,1,8,1,4,1,1,,,,,,,5,1,1,,,2,4,1,4
58572,1,62,1,1,2,52,0,1,3,,,,,,15,14,8,12,1,1,0,1,5,5,,,2,1,,4,2,5,3,1,1,6,4,5,4,1,2,2,1,1,,,,,,,,,,,1,1,2,1,2,4,1,2
58573,1,65,1,1,2,18,2,1,2,1,22,"100,000",20,"67,500",9,11,,12,1,1,,1,1,1,60,40,2,2,2,4,2,4,2,1,2,,,,,1,,,,,4,2,2,1,1,3,5,2,4,3,1,2,2,2,,,,
58574,1,68,1,1,5,18,0,1,1,1,15,"27,500",,,12,12,,,1,1,,,2,7,12,,2,2,4,5,3,6,3,1,,7,4,4,3,,2,2,1,1,1,3,2,,3,5,4,2,1,3,3,2,,,1,4,3,5
58575,1,41,1,1,1,35,2,1,3,1,21,"82,500",20,"67,500",16,14,16,18,3,2,3,4,1,2,60,24,2,2,0,5,3,6,3,1,1,,,,,1,,,,,4,2,1,2,2,5,4,3,1,1,1,1,1,1,,,,
58576,2,63,1,1,3,20,4,1,3,1,17,"37,500",3,"3,500",12,10,12,0,1,0,1,0,2,5,30,,2,2,2,0,1,5,3,,1,,,,,1,,,,,3,1,3,1,4,2,3,5,1,5,1,1,3,2,,,,
58577,2,33,1,1,1,24,2,1,3,1,22,"100,000",16,"32,500",16,16,12,14,3,3,1,2,1,1,40,40,2,1,2,3,2,2,1,1,2,,,,,2,,,,,4,2,2,2,3,2,4,5,1,3,2,1,2,2,,,,
58578,1,21,2,5,0,,3,1,4,1,20,"67,500",5,"5,500",12,,,18,1,,,4,2,0,39,,2,2,0,1,1,2,1,1,1,,,,,1,,,,,4,2,3,1,1,2,5,3,4,5,3,,1,1,,,,
58579,2,83,1,2,6,21,0,1,3,1,12,"18,750",,,12,,8,8,1,,0,0,7,0,,,2,1,5,4,2,4,2,,,3,5,,3,,1,2,1,2,,,1,,1,4,3,2,5,3,2,,,,2,4,4,4
58580,2,47,1,1,7,22,3,1,3,,22,"100,000",16,"32,500",16,16,,16,3,3,,3,1,1,40,40,2,1,,5,3,6,3,1,1,5,3,4,3,2,,,,,,,3,2,,,,,,,2,2,1,2,1,1,3,4
58581,2,36,2,5,2,16,2,1,1,1,12,"18,750",11,"16,250",10,,,11,0,,,0,1,0,30,,2,2,2,3,2,5,3,,1,,,,,2,,,,,2,3,2,1,1,3,5,2,4,3,1,,1,2,,,,
58582,1,67,1,3,2,21,0,1,2,1,,,,,12,,12,10,1,,1,0,5,0,,,,,3,3,2,4,2,1,,4,3,3,3,,2,1,1,1,,,,,,,,,,3,2,,,,2,4,2,2
58583,2,81,1,2,4,26,0,1,3,1,10,"13,750",,,16,,16,12,3,,3,1,5,0,,,2,2,5,1,1,4,2,2,,3,3,2,3,,8,1,1,1,,,,,,,,,,3,2,,,,2,4,4,4
58584,1,26,1,5,0,,1,1,3,,18,"45,000",1,500,14,,,16,1,,,1,2,0,30,,2,2,2,4,2,4,2,1,,3,2,2,3,,2,1,1,1,3,2,2,,1,2,5,4,3,4,2,,,,1,4,3,2
